MEMBER_ID,MEMBER_NAME,MEMBER_DOB,MEMBER_EMPLOYMENT,MEMBER_GENDER,MEMBER_CITY_TOWN,MEMBER_STATE,MEMBER_CONTACT_VERIFIED,PORTFOLIO,INTITIAL_INVVESTMENT,ORG_INVST,TEMP_OPTIMIZED
MID006338,Carlee Setter,24-06-1999,University of Canberra,Male,Springwood,New South Wales,N,"['NEK', 'HD', 'OCST', 'TCA', 'EG']",80000,"{'Initial Investment': '$80,000.00', 'Expected Final Portfolio Value': '$98,281.38', 'Median Final Portfolio Value': '$95,327.23', 'Standard Deviation of Final Portfolio Value': '$21,872.01', 'Value at Risk (VaR 95%)': '$11,637.41', 'Conditional Value at Risk (CVaR 95%)': '$18,156.84', 'Probability of Loss': '18.80%', 'Sharpe Ratio': '0.8358'}","[{'Initial Investment': '$80,000.00', 'Expected Final Portfolio Value': '$102,792.38', 'Median Final Portfolio Value': '$100,547.57', 'Standard Deviation of Final Portfolio Value': '$20,594.11', 'Value at Risk (VaR 95%)': '$5,264.46', 'Conditional Value at Risk (CVaR 95%)': '$13,290.54', 'Probability of Loss': '12.00%', 'Sharpe Ratio': '1.1067'}, array([4.42904008e+03, 2.66659758e+04, 3.07554375e+03, 1.53197767e-11,
       1.32468610e+04, 0.00000000e+00, 3.25825793e+04])]"
MID006339,Buddy Gibes,02-10-1992,Deakin University,Female,Maddingley,Victoria,N,"['ABT', 'MTFS', 'NTIC', 'JJN', 'ALPA', 'KRM', 'MMM', 'MZNA']",90000,"{'Initial Investment': '$90,000.00', 'Expected Final Portfolio Value': '$110,987.76', 'Median Final Portfolio Value': '$108,839.93', 'Standard Deviation of Final Portfolio Value': '$20,918.70', 'Value at Risk (VaR 95%)': '$10,198.54', 'Conditional Value at Risk (CVaR 95%)': '$15,809.81', 'Probability of Loss': '14.00%', 'Sharpe Ratio': '1.0033'}","[{'Initial Investment': '$90,000.00', 'Expected Final Portfolio Value': '$115,876.38', 'Median Final Portfolio Value': '$112,934.56', 'Standard Deviation of Final Portfolio Value': '$24,836.33', 'Value at Risk (VaR 95%)': '$11,234.85', 'Conditional Value at Risk (CVaR 95%)': '$19,078.75', 'Probability of Loss': '13.20%', 'Sharpe Ratio': '1.0419'}, array([4.98267009e+03, 2.99992228e+04, 3.45998672e+03, 1.72347488e-11,
       1.49027187e+04, 0.00000000e+00, 3.66554017e+04])]"
MID006340,Helene Kalafatis,02-06-1966,Australian Catholic University,Male,Central Coast,New South Wales,Y,"['EPF', 'AB', 'MZNA']",50000,"{'Initial Investment': '$50,000.00', 'Expected Final Portfolio Value': '$61,778.24', 'Median Final Portfolio Value': '$59,876.97', 'Standard Deviation of Final Portfolio Value': '$12,983.66', 'Value at Risk (VaR 95%)': '$7,652.99', 'Conditional Value at Risk (CVaR 95%)': '$10,527.83', 'Probability of Loss': '17.00%', 'Sharpe Ratio': '0.9072'}","[{'Initial Investment': '$50,000.00', 'Expected Final Portfolio Value': '$63,261.57', 'Median Final Portfolio Value': '$62,110.82', 'Standard Deviation of Final Portfolio Value': '$13,582.41', 'Value at Risk (VaR 95%)': '$6,046.94', 'Conditional Value at Risk (CVaR 95%)': '$9,438.85', 'Probability of Loss': '14.20%', 'Sharpe Ratio': '0.9764'}, array([2.76815005e+03, 1.66662349e+04, 1.92221484e+03, 9.57486044e-12,
       8.27928815e+03, 0.00000000e+00, 2.03641120e+04])]"
MID006341,Allene Flister,08-01-1994,The University of Queensland,Female,Pakenham,Victoria,N,"['MMM', 'PEP', 'MTFS', 'AB', 'OK', 'OOGGL', 'TWM']",49000,"{'Initial Investment': '$49,000.00', 'Expected Final Portfolio Value': '$60,215.38', 'Median Final Portfolio Value': '$59,304.95', 'Standard Deviation of Final Portfolio Value': '$13,088.61', 'Value at Risk (VaR 95%)': '$8,011.85', 'Conditional Value at Risk (CVaR 95%)': '$10,664.85', 'Probability of Loss': '21.20%', 'Sharpe Ratio': '0.8569'}","[{'Initial Investment': '$49,000.00', 'Expected Final Portfolio Value': '$64,143.52', 'Median Final Portfolio Value': '$62,764.26', 'Standard Deviation of Final Portfolio Value': '$13,844.85', 'Value at Risk (VaR 95%)': '$4,298.70', 'Conditional Value at Risk (CVaR 95%)': '$8,988.17', 'Probability of Loss': '11.40%', 'Sharpe Ratio': '1.0938'}, array([2.71278705e+03, 1.63329102e+04, 1.88377055e+03, 9.38336323e-12,
       8.11370239e+03, 0.00000000e+00, 1.99568298e+04])]"
MID006342,Belen Beech,30-08-1975,The University of Melbourne,Female,Forster,New South Wales,Y,"['GS', 'FWC', 'SM', 'OOGGL', 'JJN', 'ALPA']",69000,"{'Initial Investment': '$69,000.00', 'Expected Final Portfolio Value': '$84,515.58', 'Median Final Portfolio Value': '$84,342.94', 'Standard Deviation of Final Portfolio Value': '$16,166.85', 'Value at Risk (VaR 95%)': '$10,274.23', 'Conditional Value at Risk (CVaR 95%)': '$15,464.51', 'Probability of Loss': '16.60%', 'Sharpe Ratio': '0.9597'}","[{'Initial Investment': '$69,000.00', 'Expected Final Portfolio Value': '$89,462.30', 'Median Final Portfolio Value': '$88,098.38', 'Standard Deviation of Final Portfolio Value': '$19,283.15', 'Value at Risk (VaR 95%)': '$8,791.86', 'Conditional Value at Risk (CVaR 95%)': '$12,828.34', 'Probability of Loss': '14.00%', 'Sharpe Ratio': '1.0611'}, array([3.82004707e+03, 2.29994042e+04, 2.65265648e+03, 1.32133074e-11,
       1.14254177e+04, 0.00000000e+00, 2.81024746e+04])]"
MID006343,Graciela Beech,21-08-1966,Deakin University,Male,The Entrance,New South Wales,N,"['HD', 'ABT', 'PG', 'SM', 'ONH', 'CCSO', 'GMNA', 'FWC', 'LTSA']",1000000,"{'Initial Investment': '$1,000,000.00', 'Expected Final Portfolio Value': '$1,232,349.62', 'Median Final Portfolio Value': '$1,210,113.71', 'Standard Deviation of Final Portfolio Value': '$258,987.87', 'Value at Risk (VaR 95%)': '$153,456.01', 'Conditional Value at Risk (CVaR 95%)': '$216,039.38', 'Probability of Loss': '19.60%', 'Sharpe Ratio': '0.8971'}","[{'Initial Investment': '$1,000,000.00', 'Expected Final Portfolio Value': '$1,294,096.34', 'Median Final Portfolio Value': '$1,264,692.24', 'Standard Deviation of Final Portfolio Value': '$276,372.45', 'Value at Risk (VaR 95%)': '$109,030.51', 'Conditional Value at Risk (CVaR 95%)': '$167,718.31', 'Probability of Loss': '12.40%', 'Sharpe Ratio': '1.0641'}, array([5.53630010e+04, 3.33324698e+05, 3.84442969e+04, 1.91497209e-10,
       1.65585763e+05, 0.00000000e+00, 4.07282241e+05])]"
MID006344,My Sarbacher,26-03-1978,James Cook University,Male,Moss Vale,New South Wales,N,"['OCST', 'MZNA', 'GS', 'NEK', 'KRM', 'OOGGL', 'JJN']",10000,"{'Initial Investment': '$10,000.00', 'Expected Final Portfolio Value': '$12,239.70', 'Median Final Portfolio Value': '$11,979.82', 'Standard Deviation of Final Portfolio Value': '$2,537.55', 'Value at Risk (VaR 95%)': '$1,238.82', 'Conditional Value at Risk (CVaR 95%)': '$2,027.93', 'Probability of Loss': '20.40%', 'Sharpe Ratio': '0.8826'}","[{'Initial Investment': '$10,000.00', 'Expected Final Portfolio Value': '$12,997.76', 'Median Final Portfolio Value': '$12,742.54', 'Standard Deviation of Final Portfolio Value': '$2,675.60', 'Value at Risk (VaR 95%)': '$905.39', 'Conditional Value at Risk (CVaR 95%)': '$1,746.02', 'Probability of Loss': '12.00%', 'Sharpe Ratio': '1.1204'}, array([5.53630010e+02, 3.33324698e+03, 3.84442969e+02, 1.91497209e-12,
       1.65585763e+03, 0.00000000e+00, 4.07282241e+03])]"
MID006345,Maryann Ragel,20-09-1997,The University of Queensland,Female,Canberra,Australian Capital Territory,Y,"['ABT', 'MPJ', 'LTSA', 'PEP', 'MMM', 'OK', 'ONH', 'NEK', 'TWM']",88000,"{'Initial Investment': '$88,000.00', 'Expected Final Portfolio Value': '$109,241.44', 'Median Final Portfolio Value': '$106,709.27', 'Standard Deviation of Final Portfolio Value': '$23,076.97', 'Value at Risk (VaR 95%)': '$13,281.01', 'Conditional Value at Risk (CVaR 95%)': '$17,244.53', 'Probability of Loss': '16.40%', 'Sharpe Ratio': '0.9205'}","[{'Initial Investment': '$88,000.00', 'Expected Final Portfolio Value': '$113,983.36', 'Median Final Portfolio Value': '$112,631.02', 'Standard Deviation of Final Portfolio Value': '$24,029.27', 'Value at Risk (VaR 95%)': '$12,947.06', 'Conditional Value at Risk (CVaR 95%)': '$18,258.42', 'Probability of Loss': '13.40%', 'Sharpe Ratio': '1.0813'}, array([4.87194409e+03, 2.93325734e+04, 3.38309813e+03, 1.68517544e-11,
       1.45715471e+04, 0.00000000e+00, 3.58408372e+04])]"
MID006346,Ceola Hughey,16-02-1969,University of New England,Female,Mullumbimby,New South Wales,Y,"['EPF', 'DMC', 'OCST']",1000000,"{'Initial Investment': '$1,000,000.00', 'Expected Final Portfolio Value': '$1,214,459.13', 'Median Final Portfolio Value': '$1,203,419.50', 'Standard Deviation of Final Portfolio Value': '$249,950.34', 'Value at Risk (VaR 95%)': '$148,715.13', 'Conditional Value at Risk (CVaR 95%)': '$224,380.08', 'Probability of Loss': '20.60%', 'Sharpe Ratio': '0.8580'}","[{'Initial Investment': '$1,000,000.00', 'Expected Final Portfolio Value': '$1,310,725.41', 'Median Final Portfolio Value': '$1,271,629.80', 'Standard Deviation of Final Portfolio Value': '$297,243.67', 'Value at Risk (VaR 95%)': '$90,883.76', 'Conditional Value at Risk (CVaR 95%)': '$158,155.26', 'Probability of Loss': '14.40%', 'Sharpe Ratio': '1.0454'}, array([5.53630010e+04, 3.33324698e+05, 3.84442969e+04, 1.91497209e-10,
       1.65585763e+05, 0.00000000e+00, 4.07282241e+05])]"
MID006347,Brandon Maile,28-05-1974,Charles Darwin University,Male,Castlemaine,Victoria,Y,"['FWC', 'NTIC', 'AB', 'PEP', 'GMNA', 'OOGGL', 'SM', 'NEK', 'ALPA']",40000,"{'Initial Investment': '$40,000.00', 'Expected Final Portfolio Value': '$48,879.04', 'Median Final Portfolio Value': '$47,647.24', 'Standard Deviation of Final Portfolio Value': '$9,951.27', 'Value at Risk (VaR 95%)': '$4,789.62', 'Conditional Value at Risk (CVaR 95%)': '$9,099.97', 'Probability of Loss': '17.40%', 'Sharpe Ratio': '0.8923'}","[{'Initial Investment': '$40,000.00', 'Expected Final Portfolio Value': '$51,183.35', 'Median Final Portfolio Value': '$49,662.55', 'Standard Deviation of Final Portfolio Value': '$10,781.64', 'Value at Risk (VaR 95%)': '$4,770.21', 'Conditional Value at Risk (CVaR 95%)': '$8,059.83', 'Probability of Loss': '12.20%', 'Sharpe Ratio': '1.0373'}, array([2.21452004e+03, 1.33329879e+04, 1.53777188e+03, 7.65988835e-12,
       6.62343052e+03, 0.00000000e+00, 1.62912896e+04])]"
MID006348,Alyce Gesick,11-11-1965,Southern Cross University,Male,Evandale,Tasmania,N,"['JJN', 'MTFS', 'ABT', 'EG', 'TCA']",1000,"{'Initial Investment': '$1,000.00', 'Expected Final Portfolio Value': '$1,241.32', 'Median Final Portfolio Value': '$1,228.54', 'Standard Deviation of Final Portfolio Value': '$250.48', 'Value at Risk (VaR 95%)': '$135.78', 'Conditional Value at Risk (CVaR 95%)': '$219.55', 'Probability of Loss': '17.40%', 'Sharpe Ratio': '0.9634'}","[{'Initial Investment': '$1,000.00', 'Expected Final Portfolio Value': '$1,280.75', 'Median Final Portfolio Value': '$1,247.57', 'Standard Deviation of Final Portfolio Value': '$269.93', 'Value at Risk (VaR 95%)': '$109.62', 'Conditional Value at Risk (CVaR 95%)': '$168.10', 'Probability of Loss': '14.40%', 'Sharpe Ratio': '1.0401'}, array([5.53630010e+01, 3.33324698e+02, 3.84442969e+01, 1.91497209e-13,
       1.65585763e+02, 0.00000000e+00, 4.07282241e+02])]"
MID006349,Virgina Keetch,05-09-1989,Griffith University,Female,Sawtell,New South Wales,N,"['TWM', 'SM', 'OOGGL']",69000,"{'Initial Investment': '$69,000.00', 'Expected Final Portfolio Value': '$84,771.48', 'Median Final Portfolio Value': '$83,717.69', 'Standard Deviation of Final Portfolio Value': '$17,884.44', 'Value at Risk (VaR 95%)': '$11,018.87', 'Conditional Value at Risk (CVaR 95%)': '$14,661.70', 'Probability of Loss': '20.40%', 'Sharpe Ratio': '0.8819'}","[{'Initial Investment': '$69,000.00', 'Expected Final Portfolio Value': '$87,969.78', 'Median Final Portfolio Value': '$84,627.18', 'Standard Deviation of Final Portfolio Value': '$19,355.06', 'Value at Risk (VaR 95%)': '$7,353.75', 'Conditional Value at Risk (CVaR 95%)': '$11,982.78', 'Probability of Loss': '14.40%', 'Sharpe Ratio': '0.9801'}, array([3.82004707e+03, 2.29994042e+04, 2.65265648e+03, 1.32133074e-11,
       1.14254177e+04, 0.00000000e+00, 2.81024746e+04])]"
MID006350,Olive Ketelsen,14-05-1991,Macquarie University,Male,Tea Gardens,New South Wales,N,"['ABT', 'LTSA', 'GS', 'EPF', 'ABC']",69000,"{'Initial Investment': '$69,000.00', 'Expected Final Portfolio Value': '$85,815.68', 'Median Final Portfolio Value': '$83,896.95', 'Standard Deviation of Final Portfolio Value': '$16,526.56', 'Value at Risk (VaR 95%)': '$7,883.36', 'Conditional Value at Risk (CVaR 95%)': '$12,079.32', 'Probability of Loss': '15.20%', 'Sharpe Ratio': '1.0175'}","[{'Initial Investment': '$69,000.00', 'Expected Final Portfolio Value': '$89,944.65', 'Median Final Portfolio Value': '$89,225.18', 'Standard Deviation of Final Portfolio Value': '$18,700.41', 'Value at Risk (VaR 95%)': '$7,242.89', 'Conditional Value at Risk (CVaR 95%)': '$13,062.60', 'Probability of Loss': '12.20%', 'Sharpe Ratio': '1.1200'}, array([3.82004707e+03, 2.29994042e+04, 2.65265648e+03, 1.32133074e-11,
       1.14254177e+04, 0.00000000e+00, 2.81024746e+04])]"
MID006351,Rolande Gillaspie,14-07-1971,Curtin University,Female,Encounter Bay,South Australia,N,"['TCA', 'ONH', 'LTSA', 'FWC', 'MPJ', 'MTFS']",88000,"{'Initial Investment': '$88,000.00', 'Expected Final Portfolio Value': '$108,973.22', 'Median Final Portfolio Value': '$106,236.05', 'Standard Deviation of Final Portfolio Value': '$23,339.80', 'Value at Risk (VaR 95%)': '$11,428.46', 'Conditional Value at Risk (CVaR 95%)': '$16,816.55', 'Probability of Loss': '19.40%', 'Sharpe Ratio': '0.8986'}","[{'Initial Investment': '$88,000.00', 'Expected Final Portfolio Value': '$113,453.69', 'Median Final Portfolio Value': '$111,862.16', 'Standard Deviation of Final Portfolio Value': '$24,370.89', 'Value at Risk (VaR 95%)': '$10,825.69', 'Conditional Value at Risk (CVaR 95%)': '$19,132.49', 'Probability of Loss': '13.80%', 'Sharpe Ratio': '1.0444'}, array([4.87194409e+03, 2.93325734e+04, 3.38309813e+03, 1.68517544e-11,
       1.45715471e+04, 0.00000000e+00, 3.58408372e+04])]"
MID006352,Carma Kownacki,22-09-1967,The University of Adelaide,Female,Old Bar,New South Wales,N,"['GMNA', 'ONH', 'OK']",69000,"{'Initial Investment': '$69,000.00', 'Expected Final Portfolio Value': '$86,019.60', 'Median Final Portfolio Value': '$84,581.98', 'Standard Deviation of Final Portfolio Value': '$16,799.17', 'Value at Risk (VaR 95%)': '$9,107.85', 'Conditional Value at Risk (CVaR 95%)': '$13,779.92', 'Probability of Loss': '14.00%', 'Sharpe Ratio': '1.0131'}","[{'Initial Investment': '$69,000.00', 'Expected Final Portfolio Value': '$88,876.36', 'Median Final Portfolio Value': '$87,013.29', 'Standard Deviation of Final Portfolio Value': '$19,305.91', 'Value at Risk (VaR 95%)': '$8,703.29', 'Conditional Value at Risk (CVaR 95%)': '$13,509.47', 'Probability of Loss': '14.40%', 'Sharpe Ratio': '1.0295'}, array([3.82004707e+03, 2.29994042e+04, 2.65265648e+03, 1.32133074e-11,
       1.14254177e+04, 0.00000000e+00, 2.81024746e+04])]"
MID006353,Ettie Suell,20-02-1995,The University of Sydney,Female,Mackay,Queensland,Y,"['TCA', 'ABC', 'KRM', 'HD', 'NTIC']",55000,"{'Initial Investment': '$55,000.00', 'Expected Final Portfolio Value': '$69,079.15', 'Median Final Portfolio Value': '$67,883.94', 'Standard Deviation of Final Portfolio Value': '$14,664.57', 'Value at Risk (VaR 95%)': '$6,655.13', 'Conditional Value at Risk (CVaR 95%)': '$11,589.30', 'Probability of Loss': '16.60%', 'Sharpe Ratio': '0.9601'}","[{'Initial Investment': '$55,000.00', 'Expected Final Portfolio Value': '$70,994.49', 'Median Final Portfolio Value': '$68,477.72', 'Standard Deviation of Final Portfolio Value': '$15,820.99', 'Value at Risk (VaR 95%)': '$5,221.50', 'Conditional Value at Risk (CVaR 95%)': '$8,997.22', 'Probability of Loss': '12.60%', 'Sharpe Ratio': '1.0110'}, array([3.04496506e+03, 1.83328584e+04, 2.11443633e+03, 1.05323465e-11,
       9.10721697e+03, 0.00000000e+00, 2.24005233e+04])]"
MID006354,Malinda Sawchuk,07-06-1978,Federation University Australia,Female,Beachmere,Queensland,N,"['OOGGL', 'KRM']",1000000,"{'Initial Investment': '$1,000,000.00', 'Expected Final Portfolio Value': '$1,221,377.71', 'Median Final Portfolio Value': '$1,189,833.14', 'Standard Deviation of Final Portfolio Value': '$268,072.54', 'Value at Risk (VaR 95%)': '$151,018.35', 'Conditional Value at Risk (CVaR 95%)': '$228,225.50', 'Probability of Loss': '21.00%', 'Sharpe Ratio': '0.8258'}","[{'Initial Investment': '$1,000,000.00', 'Expected Final Portfolio Value': '$1,287,805.51', 'Median Final Portfolio Value': '$1,274,941.29', 'Standard Deviation of Final Portfolio Value': '$257,500.48', 'Value at Risk (VaR 95%)': '$84,988.59', 'Conditional Value at Risk (CVaR 95%)': '$183,065.09', 'Probability of Loss': '12.20%', 'Sharpe Ratio': '1.1177'}, array([5.53630010e+04, 3.33324698e+05, 3.84442969e+04, 1.91497209e-10,
       1.65585763e+05, 0.00000000e+00, 4.07282241e+05])]"
MID006355,Alyce Lukasik,13-09-1988,La Trobe University,Female,Wingham,New South Wales,Y,"['GMNA', 'LTSA', 'FWC', 'MPJ', 'KRM']",10000,"{'Initial Investment': '$10,000.00', 'Expected Final Portfolio Value': '$12,457.76', 'Median Final Portfolio Value': '$12,263.46', 'Standard Deviation of Final Portfolio Value': '$2,746.84', 'Value at Risk (VaR 95%)': '$1,406.57', 'Conditional Value at Risk (CVaR 95%)': '$2,075.73', 'Probability of Loss': '17.20%', 'Sharpe Ratio': '0.8948'}","[{'Initial Investment': '$10,000.00', 'Expected Final Portfolio Value': '$12,933.24', 'Median Final Portfolio Value': '$12,657.34', 'Standard Deviation of Final Portfolio Value': '$2,749.74', 'Value at Risk (VaR 95%)': '$1,025.41', 'Conditional Value at Risk (CVaR 95%)': '$1,498.70', 'Probability of Loss': '14.60%', 'Sharpe Ratio': '1.0667'}, array([5.53630010e+02, 3.33324698e+03, 3.84442969e+02, 1.91497209e-12,
       1.65585763e+03, 0.00000000e+00, 4.07282241e+03])]"
MID006356,Kanisha Sawchuk,18-12-1973,The University of Adelaide,Female,Alstonville,New South Wales,N,"['GMNA', 'SM', 'ABC', 'ONH', 'EPF', 'PG']",97000,"{'Initial Investment': '$97,000.00', 'Expected Final Portfolio Value': '$118,302.98', 'Median Final Portfolio Value': '$114,416.15', 'Standard Deviation of Final Portfolio Value': '$24,180.26', 'Value at Risk (VaR 95%)': '$13,906.09', 'Conditional Value at Risk (CVaR 95%)': '$20,983.02', 'Probability of Loss': '18.00%', 'Sharpe Ratio': '0.8810'}","[{'Initial Investment': '$97,000.00', 'Expected Final Portfolio Value': '$125,229.34', 'Median Final Portfolio Value': '$124,460.24', 'Standard Deviation of Final Portfolio Value': '$24,896.49', 'Value at Risk (VaR 95%)': '$11,147.75', 'Conditional Value at Risk (CVaR 95%)': '$17,283.15', 'Probability of Loss': '11.60%', 'Sharpe Ratio': '1.1339'}, array([5.37021110e+03, 3.23324957e+04, 3.72909680e+03, 1.85752292e-11,
       1.60618190e+04, 0.00000000e+00, 3.95063774e+04])]"
MID006357,Elke Rantanen,03-03-2000,RMIT University,Male,Darwin,Northern Territory,N,"['ABT', 'MTFS', 'MMM', 'OK', 'KRM', 'LTSA', 'ABC']",88000,"{'Initial Investment': '$88,000.00', 'Expected Final Portfolio Value': '$108,416.68', 'Median Final Portfolio Value': '$104,837.87', 'Standard Deviation of Final Portfolio Value': '$23,396.42', 'Value at Risk (VaR 95%)': '$11,904.38', 'Conditional Value at Risk (CVaR 95%)': '$17,716.47', 'Probability of Loss': '19.80%', 'Sharpe Ratio': '0.8726'}","[{'Initial Investment': '$88,000.00', 'Expected Final Portfolio Value': '$113,776.40', 'Median Final Portfolio Value': '$110,883.65', 'Standard Deviation of Final Portfolio Value': '$24,163.20', 'Value at Risk (VaR 95%)': '$7,674.84', 'Conditional Value at Risk (CVaR 95%)': '$14,909.39', 'Probability of Loss': '12.40%', 'Sharpe Ratio': '1.0668'}, array([4.87194409e+03, 2.93325734e+04, 3.38309813e+03, 1.68517544e-11,
       1.45715471e+04, 0.00000000e+00, 3.58408372e+04])]"
MID006358,Kristel Myricks,24-12-1966,Australian Catholic University,Male,Kyabram,Victoria,N,"['OOGGL', 'NTIC', 'MPJ', 'SM', 'EG', 'ONH', 'ALPA', 'JJN']",55000,"{'Initial Investment': '$55,000.00', 'Expected Final Portfolio Value': '$67,458.29', 'Median Final Portfolio Value': '$66,234.83', 'Standard Deviation of Final Portfolio Value': '$14,760.33', 'Value at Risk (VaR 95%)': '$8,340.30', 'Conditional Value at Risk (CVaR 95%)': '$12,281.19', 'Probability of Loss': '20.60%', 'Sharpe Ratio': '0.8440'}","[{'Initial Investment': '$55,000.00', 'Expected Final Portfolio Value': '$69,720.03', 'Median Final Portfolio Value': '$68,220.62', 'Standard Deviation of Final Portfolio Value': '$15,154.43', 'Value at Risk (VaR 95%)': '$6,694.17', 'Conditional Value at Risk (CVaR 95%)': '$11,778.95', 'Probability of Loss': '14.80%', 'Sharpe Ratio': '0.9713'}, array([3.04496506e+03, 1.83328584e+04, 2.11443633e+03, 1.05323465e-11,
       9.10721697e+03, 0.00000000e+00, 2.24005233e+04])]"
MID006359,Detra Paa,25-07-1970,The University of Melbourne,Male,Brunswick Heads,New South Wales,N,"['SM', 'OOGGL']",1000000,"{'Initial Investment': '$1,000,000.00', 'Expected Final Portfolio Value': '$1,244,748.63', 'Median Final Portfolio Value': '$1,215,972.87', 'Standard Deviation of Final Portfolio Value': '$263,397.18', 'Value at Risk (VaR 95%)': '$141,393.27', 'Conditional Value at Risk (CVaR 95%)': '$210,278.18', 'Probability of Loss': '17.60%', 'Sharpe Ratio': '0.9292'}","[{'Initial Investment': '$1,000,000.00', 'Expected Final Portfolio Value': '$1,299,210.18', 'Median Final Portfolio Value': '$1,272,215.41', 'Standard Deviation of Final Portfolio Value': '$286,668.39', 'Value at Risk (VaR 95%)': '$119,690.27', 'Conditional Value at Risk (CVaR 95%)': '$165,451.88', 'Probability of Loss': '15.20%', 'Sharpe Ratio': '1.0438'}, array([5.53630010e+04, 3.33324698e+05, 3.84442969e+04, 1.91497209e-10,
       1.65585763e+05, 0.00000000e+00, 4.07282241e+05])]"
MID006360,Sheridan Marrier,19-02-1983,Southern Cross University,Female,Katoomba,New South Wales,N,"['SM', 'MZNA', 'JJN']",49000,"{'Initial Investment': '$49,000.00', 'Expected Final Portfolio Value': '$59,747.64', 'Median Final Portfolio Value': '$58,855.84', 'Standard Deviation of Final Portfolio Value': '$12,808.00', 'Value at Risk (VaR 95%)': '$6,725.91', 'Conditional Value at Risk (CVaR 95%)': '$11,062.26', 'Probability of Loss': '19.80%', 'Sharpe Ratio': '0.8391'}","[{'Initial Investment': '$49,000.00', 'Expected Final Portfolio Value': '$63,485.16', 'Median Final Portfolio Value': '$61,813.39', 'Standard Deviation of Final Portfolio Value': '$13,783.21', 'Value at Risk (VaR 95%)': '$5,286.09', 'Conditional Value at Risk (CVaR 95%)': '$9,491.84', 'Probability of Loss': '14.20%', 'Sharpe Ratio': '1.0509'}, array([2.71278705e+03, 1.63329102e+04, 1.88377055e+03, 9.38336323e-12,
       8.11370239e+03, 0.00000000e+00, 1.99568298e+04])]"
MID006361,Rolland Kannady,13-12-1992,Edith Cowan University,Female,Lake Cathie,New South Wales,N,"['TWM', 'GS', 'TCA', 'ALPA', 'DMC', 'EG']",5000,"{'Initial Investment': '$5,000.00', 'Expected Final Portfolio Value': '$6,177.41', 'Median Final Portfolio Value': '$6,075.53', 'Standard Deviation of Final Portfolio Value': '$1,242.19', 'Value at Risk (VaR 95%)': '$752.66', 'Conditional Value at Risk (CVaR 95%)': '$1,121.70', 'Probability of Loss': '17.20%', 'Sharpe Ratio': '0.9479'}","[{'Initial Investment': '$5,000.00', 'Expected Final Portfolio Value': '$6,480.63', 'Median Final Portfolio Value': '$6,309.11', 'Standard Deviation of Final Portfolio Value': '$1,384.58', 'Value at Risk (VaR 95%)': '$631.19', 'Conditional Value at Risk (CVaR 95%)': '$1,025.63', 'Probability of Loss': '13.00%', 'Sharpe Ratio': '1.0694'}, array([2.76815005e+02, 1.66662349e+03, 1.92221484e+02, 9.57486044e-13,
       8.27928815e+02, 0.00000000e+00, 2.03641120e+03])]"
MID006362,Colette Skursky,27-02-1969,University of Technology Sydney,Female,Gold Coast,Queensland,N,"['AB', 'MTFS', 'GMNA', 'EPF']",88000,"{'Initial Investment': '$88,000.00', 'Expected Final Portfolio Value': '$109,544.62', 'Median Final Portfolio Value': '$108,268.55', 'Standard Deviation of Final Portfolio Value': '$23,257.94', 'Value at Risk (VaR 95%)': '$10,787.54', 'Conditional Value at Risk (CVaR 95%)': '$18,557.66', 'Probability of Loss': '17.00%', 'Sharpe Ratio': '0.9263'}","[{'Initial Investment': '$88,000.00', 'Expected Final Portfolio Value': '$113,305.17', 'Median Final Portfolio Value': '$110,965.80', 'Standard Deviation of Final Portfolio Value': '$24,329.27', 'Value at Risk (VaR 95%)': '$10,475.72', 'Conditional Value at Risk (CVaR 95%)': '$15,262.66', 'Probability of Loss': '15.60%', 'Sharpe Ratio': '1.0401'}, array([4.87194409e+03, 2.93325734e+04, 3.38309813e+03, 1.68517544e-11,
       1.45715471e+04, 0.00000000e+00, 3.58408372e+04])]"
MID006363,Rasheeda Threets,25-04-1978,Edith Cowan University,Female,The Entrance,New South Wales,Y,"['HD', 'MTFS', 'AB', 'OOGGL', 'JJN']",49000,"{'Initial Investment': '$49,000.00', 'Expected Final Portfolio Value': '$60,492.16', 'Median Final Portfolio Value': '$59,751.29', 'Standard Deviation of Final Portfolio Value': '$12,279.13', 'Value at Risk (VaR 95%)': '$6,822.89', 'Conditional Value at Risk (CVaR 95%)': '$10,698.89', 'Probability of Loss': '17.20%', 'Sharpe Ratio': '0.9359'}","[{'Initial Investment': '$49,000.00', 'Expected Final Portfolio Value': '$63,705.47', 'Median Final Portfolio Value': '$62,424.16', 'Standard Deviation of Final Portfolio Value': '$13,915.28', 'Value at Risk (VaR 95%)': '$5,929.00', 'Conditional Value at Risk (CVaR 95%)': '$9,309.46', 'Probability of Loss': '14.20%', 'Sharpe Ratio': '1.0568'}, array([2.71278705e+03, 1.63329102e+04, 1.88377055e+03, 9.38336323e-12,
       8.11370239e+03, 0.00000000e+00, 1.99568298e+04])]"
